2025-06-27 13:00:53.075 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hetlioz
2025-06-27 13:04:49.884 | INFO     | adapters.download_file:download_pdf:92 - Downloading 19/336 : Sugammadex-mylan
2025-06-27 13:04:49.923 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sugammadex-mylan. Retrying...(1/5)
2025-06-27 13:04:51.407 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ahzantive. Retrying...(5/5)
2025-06-27 13:04:53.563 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(4/5)
2025-06-27 13:04:55.605 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(5/5)
2025-06-27 13:04:59.684 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Steqeyma
2025-06-27 13:04:59.685 | INFO     | adapters.download_file:download_pdf:92 - Downloading 20/336 : Absimky
2025-06-27 13:04:59.720 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Absimky. Retrying...(1/5)
2025-06-27 13:05:00.347 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Arexvy. Retrying...(4/5)
2025-06-27 13:05:01.404 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Arexvy. Retrying...(5/5)
2025-06-27 13:05:01.411 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Ahzantive
2025-06-27 13:05:01.417 | INFO     | adapters.download_file:download_pdf:92 - Downloading 21/336 : Rozlytrek
2025-06-27 13:05:01.455 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rozlytrek. Retrying...(1/5)
2025-06-27 13:05:02.975 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sugammadex-mylan. Retrying...(2/5)
2025-06-27 13:05:04.620 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Baiama
2025-06-27 13:05:04.625 | INFO     | adapters.download_file:download_pdf:92 - Downloading 22/336 : Vokanamet
2025-06-27 13:05:04.665 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vokanamet. Retrying...(1/5)
2025-06-27 13:05:06.420 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Arexvy
2025-06-27 13:05:06.425 | INFO     | adapters.download_file:download_pdf:92 - Downloading 23/336 : Qoyvolma
2025-06-27 13:05:06.462 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(1/5)
2025-06-27 13:05:09.509 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(2/5)
2025-06-27 13:05:11.933 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Rozlytrek
2025-06-27 13:05:11.933 | INFO     | adapters.download_file:download_pdf:92 - Downloading 24/336 : Hbvaxpro
2025-06-27 13:05:11.976 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(1/5)
2025-06-27 13:05:13.790 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Absimky. Retrying...(2/5)
2025-06-27 13:05:14.896 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Vokanamet
2025-06-27 13:05:14.897 | INFO     | adapters.download_file:download_pdf:92 - Downloading 25/336 : Rivaroxaban-viatris
2025-06-27 13:05:14.932 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(1/5)
2025-06-27 13:05:15.625 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(3/5)
2025-06-27 13:05:17.018 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sugammadex-mylan. Retrying...(3/5)
2025-06-27 13:05:19.024 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(2/5)
2025-06-27 13:05:19.835 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Absimky. Retrying...(3/5)
2025-06-27 13:05:20.076 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(3/5)
2025-06-27 13:05:20.890 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Absimky. Retrying...(4/5)
2025-06-27 13:05:21.931 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Absimky. Retrying...(5/5)
2025-06-27 13:05:22.674 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(4/5)
2025-06-27 13:05:22.975 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(2/5)
2025-06-27 13:05:26.716 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(5/5)
2025-06-27 13:05:27.096 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sugammadex-mylan. Retrying...(4/5)
2025-06-27 13:05:27.948 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Absimky
2025-06-27 13:05:27.956 | INFO     | adapters.download_file:download_pdf:92 - Downloading 26/336 : Spexotras
2025-06-27 13:05:27.995 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(1/5)
2025-06-27 13:05:28.156 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sugammadex-mylan. Retrying...(5/5)
2025-06-27 13:05:29.017 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(3/5)
2025-06-27 13:05:29.047 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(2/5)
2025-06-27 13:05:30.728 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Qoyvolma
2025-06-27 13:05:30.735 | INFO     | adapters.download_file:download_pdf:92 - Downloading 27/336 : Finlee
2025-06-27 13:05:30.771 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(1/5)
2025-06-27 13:05:32.160 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Sugammadex-mylan
2025-06-27 13:05:32.166 | INFO     | adapters.download_file:download_pdf:92 - Downloading 28/336 : Cholestagel
2025-06-27 13:05:32.209 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(1/5)
2025-06-27 13:05:34.059 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(4/5)
2025-06-27 13:05:35.120 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(4/5)
2025-06-27 13:05:37.825 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(2/5)
2025-06-27 13:05:41.090 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(3/5)
2025-06-27 13:05:41.127 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(5/5)
2025-06-27 13:05:43.869 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(3/5)
2025-06-27 13:05:44.906 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(4/5)
2025-06-27 13:05:46.128 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Rivaroxaban-viatris
2025-06-27 13:05:46.134 | INFO     | adapters.download_file:download_pdf:92 - Downloading 29/336 : Atazanavir-krka
2025-06-27 13:05:46.150 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(4/5)
2025-06-27 13:05:46.176 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Atazanavir-krka. Retrying...(1/5)
2025-06-27 13:05:46.258 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(2/5)
2025-06-27 13:05:48.221 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(5/5)
2025-06-27 13:05:50.170 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(5/5)
2025-06-27 13:05:51.176 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hbvaxpro
2025-06-27 13:05:51.183 | INFO     | adapters.download_file:download_pdf:92 - Downloading 30/336 : Takhzyro
2025-06-27 13:05:51.240 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(1/5)
2025-06-27 13:05:51.339 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(3/5)
2025-06-27 13:05:52.387 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(4/5)
2025-06-27 13:05:54.233 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Spexotras
2025-06-27 13:05:54.240 | INFO     | adapters.download_file:download_pdf:92 - Downloading 31/336 : Camzyos
2025-06-27 13:05:54.277 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Camzyos. Retrying...(1/5)
2025-06-27 13:05:57.431 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(5/5)
2025-06-27 13:05:58.957 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(5/5)
2025-06-27 13:05:59.370 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Atazanavir-krka
2025-06-27 13:05:59.371 | INFO     | adapters.download_file:download_pdf:92 - Downloading 32/336 : Riximyo
2025-06-27 13:05:59.409 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(1/5)
2025-06-27 13:06:00.460 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(2/5)
2025-06-27 13:06:03.283 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(2/5)
2025-06-27 13:06:03.319 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Camzyos. Retrying...(2/5)
2025-06-27 13:06:03.447 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Cholestagel
2025-06-27 13:06:03.454 | INFO     | adapters.download_file:download_pdf:92 - Downloading 33/336 : Wezenla
2025-06-27 13:06:03.491 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(1/5)
2025-06-27 13:06:04.340 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(3/5)
2025-06-27 13:06:09.555 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(2/5)
2025-06-27 13:06:09.969 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Finlee
2025-06-27 13:06:09.974 | INFO     | adapters.download_file:download_pdf:92 - Downloading 34/336 : Efficib
2025-06-27 13:06:10.200 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Efficib
2025-06-27 13:06:10.202 | INFO     | adapters.download_file:download_pdf:92 - Downloading 35/336 : Truxima
2025-06-27 13:06:10.237 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Truxima. Retrying...(1/5)
2025-06-27 13:06:10.505 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(3/5)
2025-06-27 13:06:16.653 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Camzyos
2025-06-27 13:06:16.655 | INFO     | adapters.download_file:download_pdf:92 - Downloading 36/336 : Pemetrexed-medac
2025-06-27 13:06:16.710 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pemetrexed-medac. Retrying...(1/5)
2025-06-27 13:06:18.414 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(4/5)
2025-06-27 13:06:21.616 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(3/5)
2025-06-27 13:06:24.431 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Truxima
2025-06-27 13:06:24.432 | INFO     | adapters.download_file:download_pdf:92 - Downloading 37/336 : Sixmo
2025-06-27 13:06:24.458 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(5/5)
2025-06-27 13:06:24.484 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sixmo. Retrying...(1/5)
2025-06-27 13:06:25.557 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(4/5)
2025-06-27 13:06:26.531 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sixmo. Retrying...(2/5)
2025-06-27 13:06:27.573 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sixmo. Retrying...(3/5)
2025-06-27 13:06:31.747 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pemetrexed-medac. Retrying...(2/5)
2025-06-27 13:06:32.668 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(4/5)
2025-06-27 13:06:33.467 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Takhzyro
2025-06-27 13:06:33.474 | INFO     | adapters.download_file:download_pdf:92 - Downloading 38/336 : Icandra
2025-06-27 13:06:33.514 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Icandra. Retrying...(1/5)
2025-06-27 13:06:36.713 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(5/5)
2025-06-27 13:06:37.599 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(5/5)
2025-06-27 13:06:39.615 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Riximyo
2025-06-27 13:06:39.620 | INFO     | adapters.download_file:download_pdf:92 - Downloading 39/336 : Ibuprofen-genorph
2025-06-27 13:06:39.677 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibuprofen-genorph. Retrying...(1/5)
2025-06-27 13:06:40.634 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sixmo. Retrying...(4/5)
2025-06-27 13:06:41.807 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pemetrexed-medac. Retrying...(3/5)
2025-06-27 13:06:43.728 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Wezenla
2025-06-27 13:06:43.734 | INFO     | adapters.download_file:download_pdf:92 - Downloading 40/336 : Voxzogo
2025-06-27 13:06:43.767 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Voxzogo. Retrying...(1/5)
2025-06-27 13:06:46.560 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Icandra. Retrying...(2/5)
2025-06-27 13:06:48.854 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pemetrexed-medac. Retrying...(4/5)
2025-06-27 13:06:52.827 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Voxzogo. Retrying...(2/5)
2025-06-27 13:06:54.032 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Sixmo
